시도,군구,신주소,구주소,이름,용량
부산광역시,해운대구, 부산광역시 해운대구 세실로 137 (좌동  해운대교육지원청), 부산광역시 해운대구 좌동 1290번지,해운대교육지원청(좌1동)(공공시설),90t(톤)
부산광역시,해운대구, 부산광역시 해운대구 대천로67번길 36 (좌동  양운초등학교), 부산광역시 해운대구 좌동 1372번지,양운초등학교(좌3동)(공공시설),80t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로 316 (좌동  신곡중학교), 부산광역시 해운대구 좌동 1329번지,신곡중학교(좌2동)(공공시설),80t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로402번길 32 (해송초등학교), 부산광역시 해운대구 좌동 1338번지,해송초등학교(좌2동)(공공시설),80t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로 290 (좌동  신곡초등학교), 부산광역시 해운대구 좌동 1324번지,신곡초등학교(좌2동)(공공시설),80t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로 248 (좌동  부흥고등학교), 부산광역시 해운대구 좌동 1306번지,부흥고등학교(좌1동)(공공시설),80t(톤)
부산광역시,해운대구, 부산광역시 해운대구 양운로 176 (좌동  양운고등학교), 부산광역시 해운대구 좌동 1395번지,양운고등학교(좌4동)(공공시설),80t(톤)
부산광역시,해운대구, 부산광역시 해운대구 해운대로81번길 55 (신재초등학교), 부산광역시 해운대구 재송동 1024번지 1호,신재초등학교(재송2동)(공공시설),77t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로311번길 7 (좌산초등학교), 부산광역시 해운대구 좌동 1444번지,좌산초등학교(좌2동)(공공시설),80t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로 462 (중동  성심병원), 부산광역시 해운대구 중동 808번지 3호,성심요양병원(중1동)(민간시설),90t(톤)
부산광역시,해운대구, 부산광역시 해운대구 해운대해변로 296 (중동  파라다이스호텔부산), 부산광역시 해운대구 중동 1408번지 5호,파라다이스호텔(중1동)(민간시설),160t(톤)
부산광역시,해운대구, 부산광역시 해운대구 해운대로 875 (좌동  인제대학교해운대백병원), 부산광역시 해운대구 좌동 1435번지,해운대백병원(좌4동)(민간시설),180t(톤)
부산광역시,해운대구, 부산광역시 해운대구 해운대로61번길 77 (반여동  거북탕), 부산광역시 해운대구 반여동 1291번지 939호,거북탕(반여2동)(민간시설),93t(톤)
부산광역시,해운대구, 부산광역시 해운대구 우동1로85번길 71 (우동  해운대여자고등학교), 부산광역시 해운대구 우동 100번지 2호,해운대여자고등학교동편(우1동)(공공시설),50t(톤)
부산광역시,해운대구, 부산광역시 해운대구 재반로125번길 63 (재송동), 부산광역시 해운대구 재송동 1052번지 47호,삼호수영장(재송2동)(민간시설),95t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로 117 (좌동  롯데2차아파트), 부산광역시 해운대구 좌동 1386번지,롯데2차아파트(좌3동)(민간시설),60t(톤)
부산광역시,해운대구, 부산광역시 해운대구 우동1로85번길 71 (우동  해운대여자고등학교), 부산광역시 해운대구 우동 100번지 2호,해운대여자고등학교서편(우1동)(공공시설),33t(톤)
부산광역시,해운대구, 부산광역시 해운대구 해운대로 407 (우동  신세계프라자), 부산광역시 해운대구 우동 1078번지 1호,신세계프라자(우2동)(민간시설),100t(톤)
부산광역시,해운대구, 부산광역시 해운대구 달맞이길 10 (중동), 부산광역시 해운대구 중동 1126번지 21호,송도탕(중1동)(민간시설),120t(톤)
부산광역시,해운대구, 부산광역시 해운대구 세실로 175 (좌동  한마음스포츠센터), 부산광역시 해운대구 좌동 1404번지,한마음스포츠센터(좌4동)(민간시설),90t(톤)
부산광역시,해운대구, 부산광역시 해운대구 좌동순환로217번길 7 (좌동  동신아파트), 부산광역시 해운대구 좌동 1302번지,동신아파트(좌4동)(민간시설),65t(톤)
부산광역시,해운대구, 부산광역시 해운대구 윗반송로 124-5 (반송동  원오사), 부산광역시 해운대구 반송동 5번지 28호,원오사(반송2동)(민간시설),60t(톤)
부산광역시,해운대구, 부산광역시 해운대구 반송순환로 142 (반송동  영산대학교부산캠퍼스), 부산광역시 해운대구 반송동 248번지,영산대학교1(반송1동)(공공시설),32t(톤)
부산광역시,해운대구, 부산광역시 해운대구 반송순환로 142 (반송동  영산대학교부산캠퍼스), 부산광역시 해운대구 반송동 248번지,영산대학교2(반송1동)(공공시설),30t(톤)
부산광역시,해운대구, 부산광역시 해운대구 재반로184번길 4 (재송동  뷔페랜드), 부산광역시 해운대구 재송동 1150번지 2호,청호목욕탕(재송2동)(민간시설),84t(톤)
부산광역시,해운대구, 부산광역시 해운대구 대천로103번길 29 (좌동  대동타운), 부산광역시 해운대구 좌동 1288번지,대동타운(좌1동)(민간시설),200t(톤)
부산광역시,해운대구, 부산광역시 해운대구 재반로112번길 6 (재송동  스파젠), 부산광역시 해운대구 재송동 1128번지 1호,스파젠(재송1동)(민간시설),210t(톤)
부산광역시,사하구, 부산광역시 사하구 감천로73번길 54 (감천동  동산아파트연립주택), 부산광역시 사하구 감천동 633번지,동산연립(가동)(민간시설),75t(톤)
부산광역시,사하구, 부산광역시 사하구 괴정로270번길 34 (괴정동  협진태양아파트), 부산광역시 사하구 괴정동 530번지 13호,협진태양아파트(2~3동 사이)(정부지원),705t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로520번길 36 (하단동  부산여자고등학교), 부산광역시 사하구 하단동 495번지 1호,부산여자고등학교(정문앞)(정부지원),284t(톤)
부산광역시,사하구, 부산광역시 사하구 사하로141번길 20 (괴정동  국제아파트), 부산광역시 사하구 괴정동 491번지 9호,국제아파트(1동뒤편 놀이터 앞)(정부지원),301t(톤)
부산광역시,사하구, 부산광역시 사하구 사하로141번길 50 (괴정동  영신목화아파트), 부산광역시 사하구 괴정동 530번지 19호,영신목화아파트(B동  경비실 사이)(정부지원),318t(톤)
부산광역시,사하구, 부산광역시 사하구 사리로 71 (괴정동  협진신태양아파트), 부산광역시 사하구 괴정동 220번지,협진신태양아파트(103동 앞)(자치단체),50t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로355번길 11 (당리동  정림아파트), 부산광역시 사하구 당리동 339번지 2호,정림아파트(입구)(정부지원),1000t(톤)
부산광역시,사하구, 부산광역시 사하구 괴정로 270 (괴정동  천일로얄아파트), 부산광역시 사하구 괴정동 530번지 2호,천일로얄맨션(가동 10-11호 라인입구 10m앞)(정부지원),508t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로355번길 23 (당리동  크로바아파트), 부산광역시 사하구 당리동 338번지 2호,크로바아파트(입구)(정부지원),205t(톤)
부산광역시,사하구, 부산광역시 사하구 오작로 104-1 (괴정동  하이츠빌리지), 부산광역시 사하구 괴정동 352번지 33호,하이츠빌리지(정문 경비실 앞)(민간시설),90t(톤)
부산광역시,사하구, 부산광역시 사하구 오작로 11 (괴정동  괴정동원맨션), 부산광역시 사하구 괴정동 442번지 2호,동원아파트(놀이터뒤)(자치단체),205t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로 139 (괴정동), 부산광역시 사하구 괴정동 325번지 14호,새마을금고(사무실내  괴정2동)(민간시설),51t(톤)
부산광역시,사하구, 부산광역시 사하구 장평로41번길 61 (장림동  강남아파트), 부산광역시 사하구 장림동 566번지 7호,강남아파트(5동 앞)(민간시설),42t(톤)
부산광역시,사하구, 부산광역시 사하구 두송로 25 (장림동  장림우림그린맨션), 부산광역시 사하구 장림동 244번지 6호,우림그린맨션(입구)(민간시설),70t(톤)
부산광역시,사하구, 부산광역시 사하구 비봉로 42 (신평동  한신아파트), 부산광역시 사하구 신평동 425번지,한신아파트(202동앞)(민간시설),80t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동남로 1421 (하단동  프린스빌딩), 부산광역시 사하구 하단동 526번지 11호,프린스빌딩(지하주차장)(민간시설),50t(톤)
부산광역시,사하구, , 부산광역시 사하구 다대동 1443번지 1호,다대큰샘(부산유아진흥원오른쪽)(정부지원),216t(톤)
부산광역시,사하구, 부산광역시 사하구 감천로105번길 55 (감천동  감천자유아파트), 부산광역시 사하구 감천동 552번지,자유아파트(감천1동 경비실옆)(자치단체),43t(톤)
부산광역시,사하구, 부산광역시 사하구 다대낙조2길 12 (다대동  도시몰운대아파트), 부산광역시 사하구 다대동 1550번지,몰운대아파트(105동)(민간시설),86t(톤)
부산광역시,사하구, 부산광역시 사하구 장평로 410 (괴정동  사남신익아파트), 부산광역시 사하구 괴정동 697번지 11호,사남신익아파트(1동 앞)(민간시설),59t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로516번길 48 (하단동  하단에덴아파트), 부산광역시 사하구 하단동 494번지 3호,에덴아파트(1동)(민간시설),98t(톤)
부산광역시,사하구, 부산광역시 사하구 승학로17번길 76-7 (하단동  광상건설다세대주택), 부산광역시 사하구 하단동 715번지 6호,광상빌라(정문)(민간시설),40t(톤)
부산광역시,사하구, 부산광역시 사하구 두송로 47 (장림동  장림현대아파트), 부산광역시 사하구 장림동 60번지 42호,현대그린아파트(101동7라인 옆)(자치단체),50t(톤)
부산광역시,사하구, , 부산광역시 사하구 당리동 348번지 6호,어린이놀이터(샛별공원)(자치단체),200t(톤)
부산광역시,사하구, 부산광역시 사하구 제석로 41 (당리동  낙동초등학교), 부산광역시 사하구 당리동 313번지 6호,낙동초등학교(도로변 담장)(자치단체),90t(톤)
부산광역시,사하구, 부산광역시 사하구 다대로 400 (다대동  신다대아파트), 부산광역시 사하구 다대동 113번지 6호,신다대아파트(105동옆)(민간시설),40t(톤)
부산광역시,사하구, 부산광역시 사하구 다대낙조2길 26 (다대동  응봉초등학교), 부산광역시 사하구 다대동 1549번지 4호,응봉초등학교(운동장)(공공시설),69t(톤)
부산광역시,사하구, 부산광역시 사하구 감천로 38 (감천동  감천현대아파트), 부산광역시 사하구 감천동 682번지 1호,현대아파트(관리사무소 옆  감천1동)(자치단체),120t(톤)
부산광역시,사하구, 부산광역시 사하구 제석로17번길 15 (하단동  부산영락교회), 부산광역시 사하구 하단동 620번지 3호,부산영락교회(민간시설),50t(톤)
부산광역시,사하구, 부산광역시 사하구 동매로 120 (하단동  한신혜성아파트), 부산광역시 사하구 하단동 277번지 2호,한신혜성아파트(102동 뒤편)(민간시설),30t(톤)
부산광역시,사하구, 부산광역시 사하구 동매로66번길 36 (하단동  대진빌라), 부산광역시 사하구 하단동 381번지 19호,대진빌라(관리사무소)(민간시설),50t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로520번길 14 (하단동  하단청구아파트), 부산광역시 사하구 하단동 717번지 1호,청구아파트(101동)(민간시설),80t(톤)
부산광역시,사하구, 부산광역시 사하구 윤공단로17번길 29 (다대동  우신주택), 부산광역시 사하구 다대동 960번지,우신아파트(5동앞)(민간시설),60t(톤)
부산광역시,사하구, 부산광역시 사하구 윤공단로 103 (다대동  대건아파트), 부산광역시 사하구 다대동 930번지,대건아파트(3동19-20호입구 앞)(민간시설),80t(톤)
부산광역시,사하구, , 부산광역시 사하구 신평동 산 84번지,새마을금고(신평1동 산 84번지)(민간시설),30t(톤)
부산광역시,사하구, 부산광역시 사하구 다대로 430 (다대동  다대3지구도개공아파트), 부산광역시 사하구 다대동 113번지 13호,다대3지구아파트(112동 앞)(민간시설),30t(톤)
부산광역시,사하구, 부산광역시 사하구 다대로385번길 37 (다대동), 부산광역시 사하구 다대동 80번지 8호,14통 놀이터(등나무어린이공원)(자치단체),30t(톤)
부산광역시,사하구, 부산광역시 사하구 장평로41번길 19 (장림동  벽산마마빌라), 부산광역시 사하구 장림동 532번지,벽산마마아파트(101동 앞)(민간시설),80t(톤)
부산광역시,사하구, 부산광역시 사하구 사하로 47 (구평동  구평화신아파트), 부산광역시 사하구 구평동 41번지 7호,화신아파트(101동 옆)(민간시설),88t(톤)
부산광역시,사하구, 부산광역시 사하구 장평로 336 (신평동  청솔맨션), 부산광역시 사하구 신평1동 14번지 1호,청솔맨션(가동 1층 화단)(민간시설),80t(톤)
부산광역시,사하구, 부산광역시 사하구 다대로 72 (괴정동  사하오성빌라맨션), 부산광역시 사하구 괴정동 1270번지 6호,사하오성빌라 아파트(2동과 4동 사이)(민간시설),79t(톤)
부산광역시,사하구, 부산광역시 사하구 사리로55번길 16 (괴정동  동주대학), 부산광역시 사하구 괴정동 산 15번지 1호,동주대학(건청관 뒤)(공공시설),30t(톤)
부산광역시,사하구, 부산광역시 사하구 다대로 109 (신평동  신평한성임호아파트), 부산광역시 사하구 신평동 100번지,신평한성임호아파트(3동)(민간시설),70t(톤)
부산광역시,사하구, 부산광역시 사하구 사하로141번나길 35-4 (괴정동  우신타워아파트), 부산광역시 사하구 괴정동 614번지 9호,우신타워아파트(2동 옆 경로당 뒤편)(민간시설),180t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로398번길 12 (당리동  사하구청), 부산광역시 사하구 당리동 317번지 16호,사하구청(제1별관 뒤 주차장)(정부지원),100t(톤)
부산광역시,사하구, 부산광역시 사하구 다대낙조2길 11 (다대동  다대푸른아파트), 부산광역시 사하구 다대동 1548번지 13호,푸른아파트(관리사무소앞)(민간시설),72t(톤)
부산광역시,사하구, 부산광역시 사하구 윤공단로 25-5 (다대동  다대남아빌라), 부산광역시 사하구 다대동 952번지,남아빌라(4동뒤 6동앞 사이)(민간시설),72t(톤)
부산광역시,사하구, 부산광역시 사하구 장평로 378 (괴정동  동진그린힐), 부산광역시 사하구 괴정동 1207번지 4호,동진그린힐아파트(경비실 옆)(민간시설),55t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로 266 (괴정동  사하초등학교), 부산광역시 사하구 괴정동 775번지,사하초등학교(공공시설),90t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로 263 (괴정동  자유아파트), 부산광역시 사하구 괴정동 740번지,자유아파트(102동 6 7라인 옆)(민간시설),82t(톤)
부산광역시,사하구, 부산광역시 사하구 괴정로 98 (당리동), 부산광역시 사하구 당리동 327번지 9호,보영탕(민간시설),73t(톤)
부산광역시,사하구, 부산광역시 사하구 다대로 413-2 (다대동), 부산광역시 사하구 다대동 85번지 15호,금천탕(민간시설),61t(톤)
부산광역시,사하구, 부산광역시 사하구 비봉로 60-1 (신평동  유성빌라), 부산광역시 사하구 신평동 433번지 7호,유성빌라(민간시설),50t(톤)
부산광역시,사하구, 부산광역시 사하구 동매로 82 (하단동), 부산광역시 사하구 하단동 360번지 1호,배성도(개인)(민간시설),66t(톤)
부산광역시,사하구, 부산광역시 사하구 하신번영로207번길 23 (하단동), 부산광역시 사하구 하단동 1187번지 1호,박신원(한솔탕)(민간시설),61t(톤)
부산광역시,사하구, 부산광역시 사하구 오작로 138 (괴정동  동아파크맨션), 부산광역시 사하구 괴정동 350번지 72호,동아파크맨션(노인정 옆)(민간시설),65t(톤)
부산광역시,사하구, 부산광역시 사하구 오작로 114 (괴정동  은창골든빌), 부산광역시 사하구 괴정동 352번지 19호,승학대중탕(민간시설),30t(톤)
부산광역시,사하구, 부산광역시 사하구 오작로 169 (괴정동), 부산광역시 사하구 괴정동 45번지 7호,유성탕(민간시설),83t(톤)
부산광역시,사하구, 부산광역시 사하구 오작로 104-4 (괴정동  태평양프린스빌라), 부산광역시 사하구 괴정동 352번지 27호,태평양프린스빌라(지하주차장 입구)(민간시설),80t(톤)
부산광역시,사하구, 부산광역시 사하구 오작로 104 (괴정동  벽산하이츠타운), 부산광역시 사하구 괴정동 352번지 34호,벽산하이츠타운(노인정 앞)(민간시설),72t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로216번길 10 (괴정동), 부산광역시 사하구 괴정동 1003번지,동산요양병원(민간시설),85t(톤)
부산광역시,사하구, 부산광역시 사하구 낙동대로309번길 21 (괴정동), 부산광역시 사하구 괴정동 570번지 2호,희망탕(민간시설),73t(톤)
부산광역시,사하구, 부산광역시 사하구 하신중앙로3번길 34 (장림동  국제금융고등학교), 부산광역시 사하구 장림동 971번지 3호,국제금융고등학교(교문 인근)(공공시설),66t(톤)
부산광역시,사하구, 부산광역시 사하구 옥천로 24 (감천동), 부산광역시 사하구 감천동 544번지 8호,영일목욕탕(1)(민간시설),52t(톤)
부산광역시,사하구, 부산광역시 사하구 옥천로 24 (감천동), 부산광역시 사하구 감천동 544번지 8호,영일목욕탕(2)(민간시설),43t(톤)
부산광역시,사하구, 부산광역시 사하구 사하로185번길 46 (괴정동), 부산광역시 사하구 괴정동 870번지 1호,회화나무 샘터공원(자치단체),100t(톤)
부산광역시,사하구, 부산광역시 사하구 다대로 317 (장림동), 부산광역시 사하구 장림동 380번지 2호,신장림레포츠(민간시설),120t(톤)
부산광역시,사하구, 부산광역시 사하구 제석로79번길 11 (당리동  당리반도보라맨션), 부산광역시 사하구 당리동 180번지,당리반도보라맨션(민간시설),85t(톤)
부산광역시,금정구, 부산광역시 금정구 윤산로 279 (서동), 부산광역시 금정구 서동 134번지 13호,서곡초등학교(공공시설),100t(톤)
부산광역시,금정구, 부산광역시 금정구 금강로 614 (남산동  남산초등학교), 부산광역시 금정구 남산동 126번지 1호,남산초등학교(공공시설),80t(톤)
부산광역시,금정구, 부산광역시 금정구 중앙대로 1777 (부곡동), 부산광역시 금정구 부곡동 78번지,금정구청(정부지원),666t(톤)
부산광역시,금정구, 부산광역시 금정구 신천로35번길 8-20(선동), 부산광역시 금정구 선동 496,신천마을(자치단체),89t(톤)
부산광역시,금정구, 부산광역시 금정구 동현로 67 (부곡동  늘푸른아파트), 부산광역시 금정구 부곡동 958번지,늘푸른APT115동(민간시설),150t(톤)
부산광역시,금정구, 부산광역시 금정구 옥봉로14번길 1 (서동), 부산광역시 금정구 서동 255번지,서동현대APT(민간시설),30t(톤)
부산광역시,금정구, 부산광역시 금정구 체육공원로 56 (구서동), 부산광역시 금정구 구서동 75번지,태평양APT(민간시설),50t(톤)
부산광역시,금정구, 부산광역시 금정구 서금로 75, 부산광역시 금정구 서동 76번지,금정전자공고 1(공공시설),80t(톤)
부산광역시,금정구, 부산광역시 금정구 동부곡로12번길 108-0 (부곡동), 부산광역시 금정구 부곡동 697번지,보덕사(민간시설),30t(톤)
부산광역시,금정구, 부산광역시 금정구 북문로 122-0, 부산광역시 금정구 금성동 산 1번지 1호,세심정(자치단체),50t(톤)
부산광역시,금정구, 부산광역시 금정구 작장1길 122(노포동), 부산광역시 금정구 노포동 산 98-13,작장마을위(자치단체),60t(톤)
부산광역시,금정구, 부산광역시 금정구 서금로 75, 부산광역시 금정구 서동 76번지,금정전자공고 2(공공시설),80t(톤)
부산광역시,금정구, 부산광역시 금정구 산성로 435 (금성동), 부산광역시 금정구 금성동 222번지 1호,금성어린이집(자치단체),60t(톤)
부산광역시,금정구, 부산광역시 금정구 죽전2길 47-1(금성동), 부산광역시 금정구 금성동 408,국청사 뒤(자치단체),150t(톤)
부산광역시,금정구, 부산광역시 금정구 남문로 57 (금성동), 부산광역시 금정구 금성동 산 69번지,남문입구(자치단체),40t(톤)
부산광역시,금정구, 부산광역시 금정구 중앙대로1929번길 48-1 (구서동), 부산광역시 금정구 구서동 165번지 1호,신동아APT 102동(민간시설),30t(톤)
부산광역시,금정구, 부산광역시 금정구 중앙대로1929번길 48 (구서동), 부산광역시 금정구 구서동 166번지 1호,부영벽산APT 102동(민간시설),50t(톤)
부산광역시,금정구, 부산광역시 금정구 금강로541번길 40 (구서동), 부산광역시 금정구 구서동 1027번지 1호,우성APT 12동(민간시설),120t(톤)
부산광역시,금정구, 부산광역시 금정구 구서중앙로 20 (구서동), 부산광역시 금정구 구서동 185번지 1호,선경 1.2차APT 8동(민간시설),60t(톤)
부산광역시,금정구, 부산광역시 금정구 금샘로420번길 13 (구서동), 부산광역시 금정구 구서동 1011번지,선경3차APT 311동(민간시설),70t(톤)
부산광역시,금정구, 부산광역시 금정구 금샘로 446 (구서동), 부산광역시 금정구 구서동 1006번지 2호,선경3차아파트 312동(민간시설),70t(톤)
부산광역시,금정구, 부산광역시 금정구 두실로45번길 102 (구서동), 부산광역시 금정구 구서동 1025번지,일신APT 2동(민간시설),30t(톤)
부산광역시,금정구, 부산광역시 금정구 체육공원로101번길 51 (구서동), 부산광역시 금정구 구서동 124번지,금단마을(자치단체),65t(톤)
부산광역시,금정구, 부산광역시 금정구 금강로468번길 19 (구서동), 부산광역시 금정구 구서동 252번지 7호,한일APT(자치단체),100t(톤)
부산광역시,금정구, 부산광역시 금정구 금샘로229번길 29 (구서동), 부산광역시 금정구 구서동 563번지 40호,금강부광APT(민간시설),80t(톤)
부산광역시,금정구, 부산광역시 금정구 금단로 33 (구서동), 부산광역시 금정구 구서동 267번지,경보APT(민간시설),150t(톤)
부산광역시,금정구, 부산광역시 금정구 동현로 103(부곡동  뉴그린아파트), 부산광역시 금정구 부곡동 962 뉴그린아파트 105동,뉴그린 105동(자치단체),63t(톤)
부산광역시,금정구, 부산광역시 금정구 명서로45번길 114 (서동), 부산광역시 금정구 서동 304번지 55호,5차공동지하수(자치단체),40t(톤)
부산광역시,금정구, 부산광역시 금정구 회천로13번길 87 (금사동), 부산광역시 금정구 금사동 27번지 9호,예원정보고(자치단체),42t(톤)
부산광역시,금정구, 부산광역시 금정구 기찰로22번길 37 (부곡동), 부산광역시 금정구 부곡동 346번지,금양중앞(자치단체),150t(톤)
부산광역시,금정구, 부산광역시 금정구 윤산로 73-21 (부곡동), 부산광역시 금정구 부곡동 351번지 2호,부곡암(자치단체),50t(톤)
부산광역시,금정구, 부산광역시 금정구 오륜대로 213 (부곡동), 부산광역시 금정구 부곡동 127번지,본동입구(자치단체),130t(톤)
부산광역시,금정구, 부산광역시 금정구 하정로50번길 10 (선동), 부산광역시 금정구 선동 879번지 1호,하정마을(자치단체),45t(톤)
부산광역시,금정구, 부산광역시 금정구 상현로 41(선동), 부산광역시 금정구 선동 724-8,상현마을(자치단체),50t(톤)
부산광역시,금정구, 부산광역시 금정구 두구죽전1길 13 (두구동), 부산광역시 금정구 두구동 174번지 1호,선두구동 행정복지센터 내(자치단체),100t(톤)
부산광역시,금정구, 부산광역시 금정구 철마로 27(두구동), 부산광역시 금정구 두구동 565-3,임석마을(자치단체),100t(톤)
부산광역시,금정구, 부산광역시 금정구 노포사송로 231-9(노포동), 부산광역시 금정구 노포동 1025-4,양산 자두농원옆(자치단체),60t(톤)
부산광역시,금정구, 부산광역시 금정구 노포사송로 119-3 (노포동), 부산광역시 금정구 노포동 596번지,대룡마을(자치단체),60t(톤)
부산광역시,금정구, 부산광역시 금정구 팔송로7번길 5  범어사불교대학 (남산동), 부산광역시 금정구 남산동 21-1 범어사불교대학,범어사불교대학총동문회(자치단체),280t(톤)
부산광역시,금정구, 부산광역시 금정구 산성로 453 (금성동), 부산광역시 금정구 금성동 554번지 1호,금성토산주(자치단체),70t(톤)
부산광역시,금정구, 부산광역시 금정구 중군진로 25 (서동  삼한여명아파트), 부산광역시 금정구 서동 228번지 1호,삼한APT(서2동)(민간시설),80t(톤)
부산광역시,금정구, 부산광역시 금정구 중앙대로1985번길 30  남산하이츠타운 (남산동), 부산광역시 금정구 남산동 127-3 남산하이츠타운,남산하이츠타운(민간시설),50t(톤)
부산광역시,금정구, 부산광역시 금정구 서동로141번길 21 (서동), 부산광역시 금정구 서동 302번지,서동상가시장(자치단체),49t(톤)
부산광역시,금정구, 부산광역시 금정구 동현로 77 (부곡동  시영아파트), 부산광역시 금정구 부곡동 957번지,시영APT 120동(자치단체),50t(톤)
부산광역시,금정구, 부산광역시 금정구 윤산로13번안길 5-6 (부곡동), 부산광역시 금정구 부곡동 214번지 154호,국민주택(자치단체),60t(톤)
부산광역시,금정구, 부산광역시 금정구 체육공원로176번길 17-5 (선동), 부산광역시 금정구 선동 811번지 26호,신현마을(자치단체),55t(톤)
부산광역시,금정구, 부산광역시 금정구 동부곡로27번길 88 (부곡동), 부산광역시 금정구 부곡동 373번지 4호,대동대학(공공시설),100t(톤)
부산광역시,금정구, 부산광역시 금정구 중리2길 24-0 (금성동), 부산광역시 금정구 금성동 산 30번지,2통지내(자치단체),55t(톤)
부산광역시,금정구, 부산광역시 금정구 회천로 53-10 (회동동), 부산광역시 금정구 회동동 311번지 1호,김씨제실앞(자치단체),60t(톤)
부산광역시,금정구, 부산광역시 금정구 두구중리1길 31 (두구동), 부산광역시 금정구 두구동 263번지,연못위(자치단체),100t(톤)
부산광역시,금정구, 부산광역시 금정구 금강로279번길 61 (장전동), 부산광역시 금정구 장전동 269번지 3호,현대2차아파트(민간시설),50t(톤)
부산광역시,금정구, , 부산광역시 금정구 금성동 산 25번지 1호,1통지내(자치단체),200t(톤)
부산광역시,금정구, 부산광역시 금정구 오륜대로118번길 40(오륜동), 부산광역시 금정구 오륜동 669-12,오륜동사(자치단체),80t(톤)
부산광역시,금정구, 부산광역시 금정구 고분로 148 (두구동), 부산광역시 금정구 두구동 1482번지 19호,도로공사(민간시설),93t(톤)
부산광역시,금정구, 부산광역시 금정구 동현로 141-11 (서동), 부산광역시 금정구 서동 510번지 11호,서1동지하수(정부지원),130t(톤)
부산광역시,금정구, 부산광역시 금정구 중앙대로1901번길 19 (구서동), 부산광역시 금정구 구서동 201번지 7호,진흥목화 APT(민간시설),90t(톤)
부산광역시,금정구, 부산광역시 금정구 중군진로 21 (금사동), 부산광역시 금정구 금사동 561번지 1호,삼한APT(금사동)(민간시설),90t(톤)
부산광역시,금정구, 부산광역시 금정구 윤산로 135 (부곡동), 부산광역시 금정구 부곡동 675번지,수도사(민간시설),78t(톤)
부산광역시,금정구, 부산광역시 금정구 오륜대로126번길 62-0, 부산광역시 금정구 오륜동 625번지,오륜정보산업학교(공공시설),90t(톤)
부산광역시,금정구, 부산광역시 금정구 청룡예전로 103 (청룡동), 부산광역시 금정구 청룡동 283번지 4호,부산동부준법지원센터(공공시설),30t(톤)
부산광역시,금정구, 부산광역시 금정구 동부곡로27번길 85(부곡동  현대아파트), 부산광역시 금정구 부곡동 364-15 현대아파트,부곡현대아파트(민간시설),72t(톤)
부산광역시,금정구, , 부산광역시 금정구 선동 998번지 1호,선동잔디구장 옆(자치단체),144t(톤)
부산광역시,금정구, 부산광역시 금정구 조리2길 66(두구동), 부산광역시 금정구 두구동 1193-1,조리마을(자치단체),60t(톤)
부산광역시,강서구, , 부산광역시 강서구 녹산동 1254번지 9호,산양마을 비상급수시설(자치단체),300t(톤)
부산광역시,강서구, 부산광역시 강서구 허왕후길 127 (지사동), 부산광역시 강서구 지사동 472번지 2호,명동마을 비상급수시설(정부지원),100t(톤)
부산광역시,강서구, 부산광역시 강서구 수가로716번길 22-15 (범방동), 부산광역시 강서구 범방동 1648번지,가동마을 비상급수시설(자치단체),150t(톤)
부산광역시,강서구, 부산광역시 강서구 과학산단로306번길 77 (지사동), 부산광역시 강서구 지사동 11번지,(주)헤라컨트리클럽 1호정(민간시설),200t(톤)
부산광역시,강서구, 부산광역시 강서구 과학산단로306번길 77 (지사동), 부산광역시 강서구 지사동 11번지,(주)헤라컨트리클럽 2호정(민간시설),250t(톤)
부산광역시,강서구, 부산광역시 강서구 생곡산단로 90 (생곡동  청소시설관리사업소), 부산광역시 강서구 생곡동 382번지,환경자원공원사업소 비상급수시설(자치단체),150t(톤)
부산광역시,강서구, 부산광역시 강서구 생곡길26번길 9-40, 부산광역시 강서구 생곡동 283번지,생곡마을 비상급수시설(자치단체),300t(톤)
부산광역시,강서구, 부산광역시 강서구 과학산단1로 172-3 (지사동), 부산광역시 강서구 지사동 산 198번지,하이스트 C.C. 1호정(민간시설),620t(톤)
부산광역시,강서구, 부산광역시 강서구 과학산단1로 172 (지사동), 부산광역시 강서구 지사동 산 207번지,하이스트 C.C. 3호정(민간시설),390t(톤)
